relative_path,top_area,asset_class,lifecycle_status,size_bytes,modified_local,sha256,paper_use,notes
编程/q2_baseline/__pycache__/cli.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2288,2026-09-12T02:00:28+08:00,2E083418DEEBC85EF0AA4BD185C6FE0909E25B7A9C17E39749AAC35385D49DE6,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/config.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,8193,2026-09-12T00:58:13+08:00,E000B585199890301EE55A1871D566F2B9A69BCFD8F4D9F57A98ED57F892826B,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/config.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,7511,2026-09-12T00:58:13+08:00,59E95E49B9A75B41463B0B115DA83B87778B860D700354C82415F46B907F3176,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/config.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,7455,2026-09-11T22:00:33+08:00,81224F65F7D521085A1705C0A4C8DC4FF14C1F938BA23699F229468BD3A633D9,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/data.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,9217,2026-09-12T00:58:13+08:00,78F25561A316FFC4F49AAE52B83026B7E734EFECF3A12C350E06D6B5CC3143FC,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/data.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,8032,2026-09-12T00:58:13+08:00,09D0A18112DE72E4A4E87FBD39FB3A8D27D45CEDE1413766E99C16250DAD5815,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/data.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,8122,2026-09-11T21:32:19+08:00,4147A0F5CDC430F0A7280877F1B2A576982D8C943430FEE44B7235DA75604F87,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/evidence.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,3994,2026-09-12T00:58:13+08:00,EF590D16FCDBBAAF63099C4F4B76966F1FB178A4263D7D66DCABE87FA69EA442,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/evidence.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,3377,2026-09-12T00:58:13+08:00,480DE43929415FDD577660C8A411177DB91EF00AA16FB8616B42AC88A7FD79AD,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/evidence.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,3330,2026-09-11T22:00:33+08:00,14DFB3E0E50B979932FA3F0A8BBDD1E40689E8E1EA2E67974626BFA00D403665,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/experiments.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,19574,2026-09-12T00:58:13+08:00,F4687420D20A41C7E93F3E90FC114E91C76DC032A449940684BA7DC6822C6CA4,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/experiments.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,15799,2026-09-12T00:58:13+08:00,35F0A50124CD80050AD9DFC4E15FC8A65CB3BD4C64E822A0B16150F345F3E491,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/experiments.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,15554,2026-09-12T01:56:58+08:00,CBD5828CF32897E4BAD340D8FB2C49D68ABBD00881E01AD5310A656378A494DA,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/export_validation.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,15177,2026-09-12T00:58:13+08:00,61FB9AEAFB63DDA466AAD40EFFE2FDBE6E70838F27EF9FED0ECBAB5E07A488FF,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/export_validation.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,12867,2026-09-12T00:58:13+08:00,A9DE285EC4758C1B0BEF90D87C41E301B7267E141C09FC33A3FFBB0AD7FA70CE,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/export_validation.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,12883,2026-09-11T21:39:08+08:00,D9B421872D907B630B6E1AC1FABEFB8A9A17CC82025982F68373701CCFD8ECEC,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/exporter.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,18985,2026-09-12T00:58:13+08:00,F83E8304FD58FF612C00457F9C698639E11A3E6F8BB766F682E9139B568CFDB2,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/exporter.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,16851,2026-09-12T00:58:13+08:00,C367321C991F05BA247A4B82D2C13948CC7CB337CDB315AED52C753873D95BCD,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/exporter.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,16904,2026-09-11T21:39:08+08:00,2D6D7F50C15F862611A8EC3E883D729B27F7AEE79565A2FE6E33B928C2AE03CF,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/forecast.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,10788,2026-09-12T00:58:13+08:00,CC53EF9D6A868813D8EC14C3E7EC9EE39C0A65FD8627196D1D603D368168E1E3,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/forecast.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,9525,2026-09-12T00:58:13+08:00,44CA96CE9F5E05695CC1FA72413F2D4673EFBABF93A10E43822A48B6971E5D60,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/forecast.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,9729,2026-09-12T01:56:58+08:00,ADCE6E1EE01A23F53A80E0D217F5F6F07481C40020C01FC204EE23AD56A774B3,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/integrity.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,5221,2026-09-12T00:58:13+08:00,B0364DBEA510D2C6EBC5FD0327768658B356864397EA9BCECF073319D74822F0,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/integrity.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,4593,2026-09-12T00:58:13+08:00,49B344E6ABE4CB3F65FB2C4F3CBF3DB48EFF73D7A4129B885193CECCF567C071,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/integrity.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,4596,2026-09-11T22:00:33+08:00,D3A6EB381F31C41769351F43E5E2D0B96B86892AE91A5FBD9B13BB80D0713667,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/planner.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,13583,2026-09-12T00:58:13+08:00,8FD7B3E08F5A0A8E4461F8094A705142EAFE3B8DAE0519ED462B4A0E100048A1,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/planner.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,13862,2026-09-12T00:58:13+08:00,CA93DBFA2E0A990120A38EB957292B66313843974A29D916FB35441FD7DDA8F5,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/planner.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,13723,2026-09-12T01:56:58+08:00,496BE06EA7069AB0AE4C8DFFFC7BD374CBE6149CD9674BBC9DC5FA274E4E4D23,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/prediction_metrics.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,14495,2026-09-12T00:58:13+08:00,E90BA4D82B4144AA0F8B52F391B14FEC6D04EE61FB51214B3A1E868AD340BE3C,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/prediction_metrics.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,12896,2026-09-12T00:58:13+08:00,9AA040963ED3D6967EFFD041916ACE8B1B83FD291BD0BF92C0951CF0B4E52EFF,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/prediction_metrics.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,13022,2026-09-11T22:01:00+08:00,ACD88D1F4B41B72D4857C7088C09B2CDAE35992BAB827163FABFB56FDBE37A7B,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/replay.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,3966,2026-09-12T00:58:13+08:00,A8BA67D9511530B4165438B255AD7ABCC669E19BB508686CE08C2B2255DE0EBD,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/replay.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,3575,2026-09-12T00:58:13+08:00,B13E48E551C230F6C3EDF9CD877477761AF3EB26AE2C1CA7E411342F28DDBADC,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/replay.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,3580,2026-09-11T21:21:02+08:00,3C5946EF18297D2660ED94D5998140C4F542245274AEC8A66C67DD634FA2174F,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/runner.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,42185,2026-09-12T00:58:13+08:00,52013427A598339A0D9ED3CE5236E2F33437D321E1F264A1481F1223409B8369,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/runner.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,38297,2026-09-12T00:58:13+08:00,8BCF58FB425297B6883669433AD9BBCD7930F2F3A8A07187913B9D884BFC53D6,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/runner.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,38561,2026-09-12T01:56:58+08:00,E77711D8327D036CB62FE9C9EE7E0F967028A6A7A923AFCFAA31E3E34AF0245E,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/time_axis.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,4506,2026-09-12T00:58:13+08:00,2BB71AC0F3EC6FDC4F9D62CD7455A7795AB108288B16859A64B064EFAF80E36E,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/time_axis.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,4006,2026-09-12T00:58:13+08:00,C8B1537994540D8365390C09EED3C21798070D7ABBCD590EEB64489697538C02,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/time_axis.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,3930,2026-09-11T21:21:02+08:00,80A2EBCF59A66BB99FE23AC537B9D67D5F360DE26FD726AE19D1B116F214EE52,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/validation.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,16017,2026-09-12T00:58:13+08:00,96A2CACC335BAB4C7C861D63FEFD7D33DBC7CA2EEE64F99389C74221AE677358,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/validation.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,15274,2026-09-12T00:58:13+08:00,B219ECE319B2F76E56D11B6454F54BC303B5ECCA14E1C6EE3AF58E87550EC7A2,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/validation.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,15464,2026-09-12T01:56:58+08:00,52CE592D951BBB032BD45BA4AF9323EC58317E943670795F43FD43A61CFADA52,NO,解释器缓存，不是成果
编程/q2_baseline/candidate_forecast.py,编程,q2_source_or_config,ACCEPTED_FROZEN,4825,2026-09-12T00:58:13+08:00,3606717B474EC3D9CC8D6936AD178BAFFBF13A4FCE18DA29985CD2F52CEA3501,METHOD,Q2冻结主模型实现
编程/q2_baseline/cli.py,编程,q2_source_or_config,ACCEPTED_FROZEN,1433,2026-09-12T00:58:13+08:00,7A327C2B16B5C0FF47987FDE05A5298BFDEAC45EC243E230E6A8251D91BC0C3B,METHOD,Q2冻结主模型实现
编程/q2_baseline/config.py,编程,q2_source_or_config,ACCEPTED_FROZEN,4958,2026-09-11T21:52:24+08:00,C3FCAF5C585ABED18E4AD7EFED750421C242F7983BF0D2A0D05B4A9944B30BA9,METHOD,Q2冻结主模型实现
编程/q2_baseline/data.py,编程,q2_source_or_config,ACCEPTED_FROZEN,4951,2026-09-11T21:32:08+08:00,725B303A3AACF0E101B997324026220FF57CB112F6D02DF8E303EEEFA965AC34,METHOD,Q2冻结主模型实现
编程/q2_baseline/evidence.py,编程,q2_source_or_config,ACCEPTED_FROZEN,2639,2026-09-11T21:53:38+08:00,2E809E501791B1B507D6512F644D30360DDC29D78C9E8451519F78DCB2A7C6B9,METHOD,Q2冻结主模型实现
编程/q2_baseline/experiments.py,编程,q2_source_or_config,ACCEPTED_FROZEN,10715,2026-09-12T00:58:13+08:00,61CC74DC5DEB05FBE02D8AC909EAE08A16AB891A9176FEB6201E63E5911E22F7,METHOD,Q2冻结主模型实现
编程/q2_baseline/export_validation.py,编程,q2_source_or_config,ACCEPTED_FROZEN,8281,2026-09-11T21:38:52+08:00,84F700CE5CCCFD498F693B26C834CF73641D86593059DC62604766CB8F3C8F24,METHOD,Q2冻结主模型实现
编程/q2_baseline/exporter.py,编程,q2_source_or_config,ACCEPTED_FROZEN,10726,2026-09-11T21:38:49+08:00,C30823785DB570515DCB4C74902A92191F3E2950EB0F6B493A808F8501408ECA,METHOD,Q2冻结主模型实现
编程/q2_baseline/forecast.py,编程,q2_source_or_config,ACCEPTED_FROZEN,6101,2026-09-12T00:58:13+08:00,DD9EC5A401243AB04C2ADEE819593DE3C9C2ADC122AFE9E148E1E2A4542E2748,METHOD,Q2冻结主模型实现
编程/q2_baseline/integrity.py,编程,q2_source_or_config,ACCEPTED_FROZEN,3508,2026-09-11T21:52:23+08:00,FA30B961A8CC9251BF35079B43A88902612BDD2A9943809BDC8D1B74E64860B8,METHOD,Q2冻结主模型实现
编程/q2_baseline/planner.py,编程,q2_source_or_config,ACCEPTED_FROZEN,9274,2026-09-12T00:58:13+08:00,439AB8DB325108FF27731D028585DE633D48404D551D97BC5C32BF2A36F1D102,METHOD,Q2冻结主模型实现
编程/q2_baseline/prediction_metrics.py,编程,q2_source_or_config,ACCEPTED_FROZEN,8981,2026-09-11T22:00:51+08:00,92B852C7CD6A8FE608F1F4F14E1A7F73683E793A80E0A1ED29C694A994ACE6D6,METHOD,Q2冻结主模型实现
编程/q2_baseline/replay.py,编程,q2_source_or_config,ACCEPTED_FROZEN,1764,2026-09-11T21:13:05+08:00,0F02C9C1CC68915948F404EB974D4D8570420FE4DAED5C388C252943D85661DC,METHOD,Q2冻结主模型实现
编程/q2_baseline/runner.py,编程,q2_source_or_config,ACCEPTED_FROZEN,34417,2026-09-12T00:58:13+08:00,A2E2B1D9CC18A88C4E5D2C7B9E91C457D8EEA5A6D9004A7A6A044AC7E550E46E,METHOD,Q2冻结主模型实现
编程/q2_baseline/time_axis.py,编程,q2_source_or_config,ACCEPTED_FROZEN,1980,2026-09-11T21:10:55+08:00,0CF790A8BF8E8EB8DC07FFFD5CCA762A5BE00EBBB1763B86F1BE40357707825A,METHOD,Q2冻结主模型实现
编程/q2_baseline/validation.py,编程,q2_source_or_config,ACCEPTED_FROZEN,7012,2026-09-12T00:58:13+08:00,5C7EB2C7C2BF93FA1EC362AFF699C898E048080C75084EADE21966B6E5429FA4,METHOD,Q2冻结主模型实现
编程/Q2_人工运行说明.md,编程,programming_document_or_tool,CURRENT,8967,2026-09-11T22:18:14+08:00,7E2265860B945DB81C9803423C23A26C6989AF899C8F1965F4E7EC2714E86C42,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/Q2_低复杂度对照实验.md,编程,programming_document_or_tool,CURRENT,10476,2026-09-12T00:58:13+08:00,373CC60D1E02CB5378F440DF96E58BCDCCE6A4179E926F943E789AE1571E602A,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/Q2_结果复核与定版建议_20260912.md,编程,programming_document_or_tool,CURRENT,16189,2026-09-12T11:01:59+08:00,EDEDD90B2E558CEC068AF9719A834257D81A256373AF4B6A6D9E030D2D09BF71,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/q3_baseline/__init__.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,347,2026-09-12T10:36:01+08:00,5F6B2E794CFE911B8094FE1DD9CC08F0DD408C495BD1F8C5F658A6053EA791FE,METHOD,Q3修订版生产实现
编程/q3_baseline/__pycache__/__init__.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,546,2026-09-12T10:40:59+08:00,C1D0D8E8ECFBBE2AAF2A872ED795C884A61249D49CE5E685A8675005A7076ADD,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/attachment3.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,11811,2026-09-12T04:47:29+08:00,4FB9A15E142B2F39CBC625A740903AF0ABD711096B8F53209B0C66CE3B82BF94,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/cli.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,15135,2026-09-12T10:31:44+08:00,BC294B658B4694F69B225A750E1F8CF57F8B627191B7EDFA3CEA58DAE69E4399,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/config.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,9277,2026-09-12T10:40:59+08:00,6545A10B7178449BC9AF930E70CD178C2432A232671E171D0FACB3F262CE5D38,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/export_validation.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,14509,2026-09-12T10:42:56+08:00,74D52FA6AFD7898F3195C823398424C0D9F7F0A0C2E17677EE31997CBD1B3CF2,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/exporter.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,10818,2026-09-12T04:47:29+08:00,48AF2E1EB4A162126F9D4A71ACB2FFA346F4448E4A28ABCAF0E056F30893F8C1,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/forecast.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,9585,2026-09-12T04:47:29+08:00,1E360B5104A5529F39AF39E363B0D9D746163896C4CB95808C68784D62A0C666,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/integrity.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,5382,2026-09-12T10:40:59+08:00,E46D513EB0106EABA37CE8F6C6E8BBB5852B7D85401A76772D32ADF80A396A40,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/metrics.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,11217,2026-09-12T10:40:59+08:00,436F075DC3FECFE68702BE5C726904ACE0937559864B8230FE6CBB5652978201,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/planner.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,18256,2026-09-12T10:31:44+08:00,7C57ABB8365A5DDB210ACAAF9751C785716385B0964DBD159F6C8E2403300FD3,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/runner.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,34189,2026-09-12T10:40:59+08:00,4105FA3C3126799D8888B1F59B772955AEA52FB61D6AAED289AC49F665964E37,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/state_machine.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,11561,2026-09-12T10:40:59+08:00,F152B8CF6D3C81A9007BC0CFC3D9146427405160DF17EF776941E7D9F0C6BF41,NO,解释器缓存，不是成果
编程/q3_baseline/__pycache__/validation.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,8936,2026-09-12T04:48:24+08:00,0BC68BEBB17C0A37AF4D7C71DAC12E6857C470F4D20D75FA9B05D873033177A3,NO,解释器缓存，不是成果
编程/q3_baseline/attachment3.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,7094,2026-09-12T04:37:37+08:00,9A2BAF89BBCDB58125AE2EFD07361CF0D2AE53F7BD6AEB161D1CD47755F488CD,METHOD,Q3修订版生产实现
编程/q3_baseline/cli.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,12408,2026-09-12T10:29:05+08:00,7923722295BE9E9898AE0AE680E147B7FA3BF283DFEC513B49DAFC3FCF8E4E47,METHOD,Q3修订版生产实现
编程/q3_baseline/config.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,6355,2026-09-12T10:38:50+08:00,2B0619EFE88C40BB945E38E2B6838AD1D6E1CEF6BF8A3F4791C93EACB346B61E,METHOD,Q3修订版生产实现
编程/q3_baseline/export_validation.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,8843,2026-09-12T10:42:46+08:00,7263BB2EF505445C05038F785FB5D2FE4666D3F92C0797E7FD51FC0A9FF894DF,METHOD,Q3修订版生产实现
编程/q3_baseline/exporter.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,6968,2026-09-12T04:41:46+08:00,1FD099A9E799223B105B5FE9B1043394F0AC3D14BEB2CB214B9B5B24591BF311,METHOD,Q3修订版生产实现
编程/q3_baseline/forecast.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,5824,2026-09-12T04:38:52+08:00,CFB793ED59315FE7BF53F5A6DBC7E9AE439601ED5339175D683449E2069C101C,METHOD,Q3修订版生产实现
编程/q3_baseline/integrity.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,4079,2026-09-12T10:39:50+08:00,EDC0D782BF465EC08CD393C04C17C17B6E103FDC54FF238DF3C9E6F53E312316,METHOD,Q3修订版生产实现
编程/q3_baseline/metrics.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,5304,2026-09-12T10:35:59+08:00,43978AE9F92B73846311275D2D9C618DCBFD5F28A0646FDEC4BB5AC79EE8CC7D,METHOD,Q3修订版生产实现
编程/q3_baseline/planner.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,10940,2026-09-12T10:31:14+08:00,B691F930D354AC9B9EB0125318F0FDF8541E1DB0CBA042FCD2B886F28372274A,METHOD,Q3修订版生产实现
编程/q3_baseline/runner.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,27761,2026-09-12T10:39:40+08:00,C7378A8CEDF278F7B6B20BE5240C2AA6DC0F27EFB3D4430EC0BCF9D787F2E230,METHOD,Q3修订版生产实现
编程/q3_baseline/state_machine.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,7864,2026-09-12T10:37:34+08:00,7DC1D6CDF3E2ED06DF74037F6E1CA8C5EAF184A2C19AA41F4E97F675F39C5639,METHOD,Q3修订版生产实现
编程/q3_baseline/validation.py,编程,q3_source_or_config,PENDING_HUMAN_RUN,5516,2026-09-12T04:48:13+08:00,ABBC2B2E1C387038FAC758B3F1060DFA982FB46236B11788791808117002C7DC,METHOD,Q3修订版生产实现
编程/Q3_人工运行说明.md,编程,programming_document_or_tool,CURRENT,8309,2026-09-12T10:33:42+08:00,DB51AA3553DC3701ED97E93054719AEB681D879B335762460065E2E9D91057F5,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/Q3_修订版实现报告_20260912.md,编程,programming_document_or_tool,CURRENT,6797,2026-09-12T10:42:27+08:00,51AC33F1C3EB4AA3166B436E8F5B11E28E9FDEAB924546AB20543FE5FF3359E1,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/README.md,编程,programming_document_or_tool,CURRENT,4415,2026-09-12T11:01:27+08:00,2389E60CACD7811F590CB43A335217C0A56F38F1BAF91D95E95D5D2353164BB2,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/requirements-q1.txt,编程,q1_source_or_config,PASSED,47,2026-09-11T20:09:39+08:00,25EC0A57236B22856E239D5D7AA5931F667661366F97A93C55B2CF41EDE3EB94,METHOD,Q1已通过实现
编程/requirements-q2.txt,编程,q2_source_or_config,ACCEPTED_FROZEN,40,2026-09-11T21:20:43+08:00,675213887F0E89A7C9701D76F36BA4A4FA453A42A89F7DCEB098DE55431B05FB,METHOD,Q2冻结主模型实现
编程/requirements-q3.txt,编程,q3_source_or_config,PENDING_HUMAN_RUN,39,2026-09-12T01:59:43+08:00,091CE8941276DCC631D9F1BFDBF612ACC6F4F1FBF1001D880D3876B6C4D75FC6,METHOD,Q3修订版生产实现
编程/runs/q1_human_run_20260911_204149/assertions.json,编程,q1_run_evidence,PASSED_EVIDENCE,7514,2026-09-11T20:41:49+08:00,1D01B068E1512729B97B6A71EBF2103B7F3ACF2090671CCBD85D947C72F3E156,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/config_snapshot.json,编程,q1_run_evidence,PASSED_EVIDENCE,969,2026-09-11T20:41:49+08:00,9F22E2C1FA9A8D77423C0FA9E4639BA34D79701E2290C3A23E893AEA0A2D43A2,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/dispatch_timeseries.csv,编程,q1_run_evidence,PASSED_EVIDENCE,22849,2026-09-11T20:41:49+08:00,875DB3355152CC815DF3A9F361C8FF3A34A4F8D6D7700CE1FDC9DEBA480B1F64,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/export_validation.json,编程,q1_run_evidence,PASSED_EVIDENCE,2137,2026-09-11T20:41:51+08:00,B08E35D0A76F412146A177F7BDFCBE8E3F6DF65954189F667BC547B54E083976,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/human_feedback.md,编程,q1_run_evidence,PASSED_EVIDENCE,1788,2026-09-11T20:48:04+08:00,C39C7316E4A1790F41DA4D43EEB4E90FCF8C9431FF9DD592207805A19BDCCAB7,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/metrics_summary.csv,编程,q1_run_evidence,PASSED_EVIDENCE,1043,2026-09-11T20:41:49+08:00,3FDB0BD3929F1FB99B581C009684B1861F51BFED6AEEDDF483EE163293D5BD65,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/result1_candidate.xlsx,编程,q1_run_evidence,PASSED_EVIDENCE,8666,2026-09-11T20:41:50+08:00,8B540F9237B6BAABB3754340961A203FFEB678712C81FE20D502FD98CDC08B44,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/run_manifest.json,编程,q1_run_evidence,PASSED_EVIDENCE,2712,2026-09-11T20:41:51+08:00,3BE550E2079871941CDFADA4FFD51E33932AA90B810A0D6D061F0570454A01FE,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q1_human_run_20260911_204149/warnings_and_failures.log,编程,q1_run_evidence,PASSED_EVIDENCE,35,2026-09-11T20:41:49+08:00,7845B992CA47E92A8A783DC96CAF6463D900D14FAA3DB4A84D07D454C5319504,RESULT_EVIDENCE,Q1人工通过运行包
编程/runs/q2_human_run_20260911_221035/assertions.json,编程,historical_run_evidence,HISTORICAL,3371165,2026-09-11T22:10:58+08:00,1305A2473A07F7504D972B0DA5570D5A4B6C882F56197BA71E07C0DAA5644C6A,AUDIT_ONLY,旧运行、失败或非冻结结果
编程/runs/q2_human_run_20260911_221035/config_snapshot.json,编程,historical_run_evidence,HISTORICAL,1627,2026-09-11T22:10:36+08:00,A44853DC2EC88912B59E9571BAD65AA53EB05E4EDC3593D0570CCEBCB5811B89,AUDIT_ONLY,旧运行、失败或非冻结结果
编程/runs/q2_human_run_20260911_221035/daily_metrics.csv,编程,historical_run_evidence,HISTORICAL,163806,2026-09-11T22:10:58+08:00,CC855EB64DBAD60F436F63C6A7BFDB5C34048E7E477128CC7EBDAF8FF71FABF2,AUDIT_ONLY,旧运行、失败或非冻结结果
编程/runs/q2_human_run_20260911_221035/dispatch_timeseries.csv,编程,historical_run_evidence,HISTORICAL,34749606,2026-09-11T22:10:58+08:00,186E2A8DA2C5ACC76878A4780485315099144CA03649ED381B1C2AF2EB7C46D1,AUDIT_ONLY,旧运行、失败或非冻结结果
